timestamp,silo_id,depth_m,temp_c,co_ppm,voc_index,label
2026-01-09 16:10:09.106283,SILO_001,10,26.04,1.6,11.96,Safe
2026-01-09 17:10:09.106283,SILO_001,0,19.0,1.66,10.84,Safe
2026-01-09 17:10:09.106283,SILO_001,1,21.17,1.97,8.68,Safe
2026-01-09 17:10:09.106283,SILO_001,2,19.9,2.63,8.78,Safe
2026-01-09 17:10:09.106283,SILO_001,3,22.63,2.42,10.45,Safe
2026-01-09 17:10:09.106283,SILO_001,4,23.19,2.63,9.23,Safe
2026-01-09 17:10:09.106283,SILO_001,5,20.93,2.57,13.18,Safe
2026-01-09 17:10:09.106283,SILO_001,6,21.59,2.35,11.56,Safe
2026-01-09 17:10:09.106283,SILO_001,7,23.44,1.76,8.17,Safe
2026-01-09 17:10:09.106283,SILO_001,8,21.97,1.24,16.74,Safe
2026-01-09 17:10:09.106283,SILO_001,9,24.12,1.65,11.05,Safe
2026-01-09 17:10:09.106283,SILO_001,10,23.85,2.04,6.89,Safe
2026-01-09 18:10:09.106283,SILO_001,0,19.5,2.85,6.94,Safe
2026-01-09 18:10:09.106283,SILO_001,1,19.0,1.41,11.32,Safe
2026-01-09 18:10:09.106283,SILO_001,2,20.99,1.52,11.39,Safe
2026-01-09 18:10:09.106283,SILO_001,3,21.34,1.61,9.27,Safe
2026-01-09 18:10:09.106283,SILO_001,4,23.0,2.39,9.61,Safe
2026-01-09 18:10:09.106283,SILO_001,5,22.71,2.07,12.34,Safe
2026-01-09 18:10:09.106283,SILO_001,6,22.55,2.8,15.63,Safe
